state,year,government,gdp_pc,v2x_polyarchy,wdi_primhc,v2x_execonst,v2x_corruption,v2x_judindep,gdp_growth_rate,v2x_polyarchy_growth_rate,v2x_corruption_growth_rate,v2x_execonst_growth_rate,v2x_judindep_growth_rate,wdi_primhc_growth_rate,gdp_tot_growth,v2x_polyarchy_tot_growth,v2x_corruption_tot_growth,v2x_execonst_tot_growth,v2x_judindep_tot_growth,wdi_primhc_tot_growth,wp_accidents,riots,worker_strikes
The Riverlands,306,monarchy,14945.483284226468,0.23968123576555939,70.39073971579582,0.05027860943395876,0.4828946288007001,0.7502055122424619,0.01434710726141928,-0.09229174469225108,-0.07731408695993014,-0.0903070740767289,-0.09207581542502158,-0.02892448702431284,1.0176922385194045,1.2614801882397864,1.236601640815972,1.277573520854089,1.2382933756024257,1.0653796654186114,43,0,5
The Riverlands,307,monarchy,13801.777839190514,0.22349374380098577,69.09642183817823,0.04631783325945787,0.4598143493796037,0.6928867140497718,-0.07652515634894372,-0.06753758554719388,-0.04779568469920195,-0.07877656560298055,-0.07640412827860564,-0.01838761579780839,0.9398131808516006,1.1762828621104513,1.177497418693016,1.176930666575896,1.1436826496863504,1.0457898734520965,41,37,17
The Riverlands,308,monarchy,14146.014864928396,0.2045169646652036,68.03832391252361,0.04200258715015954,0.4214338912186027,0.6505833305125416,0.02494149882346391,-0.08490966598456726,-0.08346946591115557,-0.0931659752978012,-0.06105382406595162,-0.01531335339089855,0.9632535301960868,1.076405077185282,1.0792123380429457,1.0672807731664615,1.0738564504051185,1.0297753235473013,28,103,1
The Riverlands,309,monarchy,14685.66106583459,0.19,66.07103739692434,0.03935476793566157,0.3905013650815326,0.6058382666203712,0.03814828459173441,-0.07098171385913156,-0.07339828803902493,-0.06303943147673272,-0.06877683732984588,-0.02891438828106038,1,1,1,1,1,1,32,22,13
The Westerlands,300,monarchy,9515.740261474672,0.3348270168973719,133.0316527895563,0.01796707147530529,1.1720789817460555,1.073680606190196,-0.05099939338862896,-0.06604283591127023,-0.09557483604201115,-0.07407815361232498,-0.09565854032337666,-0.02553192019159905,1.0057733917158445,1.9695706876315993,2.027100648749555,1.9148801986663169,1.9832548439563231,1.408186018108672,108,35,39
The Westerlands,301,monarchy,9992.713172306476,0.31698805499238175,126.76156644016764,0.01660981967623407,1.0589422301812756,1.0022419261008784,0.05012462485581637,-0.05327814365248196,-0.09652655949536712,-0.07554106972506269,-0.06653624893422239,-0.04713228933047504,1.0561874056655631,1.8646356176022456,1.8314315973749336,1.7702281000637226,1.8512965059588429,1.3418149872720446,107,0,13
The Westerlands,302,monarchy,10263.549040614971,0.28910599211252025,123.51135067850764,0.01577772711041667,1.007561628541434,0.9155796268033876,0.0271033365651965,-0.08795934875379317,-0.04852068429742939,-0.05009642380452715,-0.0864684434372466,-0.02564038811554201,1.0848136083972386,1.7006234830148248,1.7425692830263677,1.681546002932247,1.6912177787477685,1.3074103302191382,94,7,39
The Westerlands,303,monarchy,10552.582785313423,0.26327157000325807,118.9929522421476,0.0148946803484437,0.9566714672053556,0.8325318377535764,0.02816118903458117,-0.08935969095793553,-0.05050823681103065,-0.05596793224988505,-0.09070515181706287,-0.03658285988727584,1.1153632494905994,1.548656294136812,1.6545551810196435,1.5874333501650704,1.537815613370736,1.2595815212935544,77,10,7
The Westerlands,304,monarchy,10098.410113128188,0.243045784043126,113.86890978109052,0.01408018433120457,0.8708612197746712,0.7593966206154162,-0.04303900584578515,-0.0768248009455856,-0.08969667265331373,-0.05468368559679947,-0.08784675110504031,-0.04306173066981137,1.0673591240755995,1.4296810826066233,1.5061470865608804,1.5006266439387694,1.4027235079375122,1.20534176106694,71,68,10
The Westerlands,305,monarchy,9433.508006009844,0.2305642988195126,111.19639724619309,0.01274803694798019,0.8160771303888695,0.7237149662705813,-0.0658422563225031,-0.05135446094139478,-0.06290794462058694,-0.09461150165996517,-0.04698684900114312,-0.02347008099080994,0.9970817910400516,1.3562605812912505,1.4113984690490502,1.358650103724769,1.3368139502796983,1.1770522923130935,73,1,2
The Westerlands,306,monarchy,9731.648349369534,0.21985375509432104,106.44450094255838,0.01154983902218747,0.7389283480636744,0.6817808168023873,0.03160439819097518,-0.0464536087331362,-0.09453614058322274,-0.09399077918287368,-0.057942907667486,-0.04273426497005857,1.0285939609930523,1.293257382907771,1.277970304960084,1.2309495218387856,1.2593550629900347,1.1267518277697708,77,9,2
The Westerlands,307,monarchy,9753.594835347045,0.2053937295523941,101.57157231621012,0.01070969223407734,0.6656951163589706,0.6435085691780272,0.00225516635924577,-0.06577111014421097,-0.09910735174338334,-0.07274099548021332,-0.05613570619933307,-0.04577905465476215,1.0309136114912074,1.20819840913173,1.151314052428806,1.14140902823434,1.1886602771733836,1.0751701942639451,56,2,5
The Westerlands,308,monarchy,9302.299163789492,0.1860526139951229,98.6397416246096,0.00996085257486969,0.6354275968403501,0.5871842232124325,-0.04626967586576939,-0.09416604683804326,-0.04546754028205759,-0.0699216786851175,-0.08752695560455323,-0.02886467763315886,0.9832135728418996,1.094427141147782,1.0989666343727005,1.061599792913846,1.084620461864333,1.0441357532057356,47,7,8
The Westerlands,309,monarchy,9461.117523939329,0.17,94.47022700042886,0.00938286974183506,0.578204630573755,0.5413729906986384,0.01707302220165729,-0.08627997022145428,-0.09005426668771543,-0.0580254379522521,-0.07801850033225492,-0.04227012921473943,1,1,1,1,1,1,34,5,11
The Reach,300,monarchy,14461.942807958085,0.5644593111034805,121.95816127733715,0.164111632153904,1.3466510930583433,1.135338000419884,-0.09678199719637633,-0.0677741290910635,-0.08196816024906002,-0.05122052756580524,-0.05206279438198544,0.00182142049935646,1.355699663745053,1.7104827609196378,2.0172266376448507,1.788075838648104,1.9904525926991663,1.2460118247664518,156,9,3
The Reach,301,monarchy,14313.148586364332,0.5206601937927965,117.7212332554385,0.14996997617129573,1.2432334620182734,1.0218295798517798,-0.01028867445886135,-0.07759481764072552,-0.0767961586881429,-0.08617095447168686,-0.09997764588706196,-0.03474083224544302,1.341751311240792,1.577758163008474,1.8623113806703275,1.633995636964035,1.7914518282313048,1.202724336986402,136,9,4
The Reach,302,monarchy,13236.22972878144,0.4746353796918823,114.48802919940326,0.14399822338905352,1.1326096355447772,0.970905141322218,-0.0752398293837905,-0.08839702871395275,-0.08898073439393193,-0.03981965547171421,-0.04983652806072496,-0.02746491832123138,1.2407981715075578,1.4382890293693404,1.6966015463481046,1.5689304936578428,1.7021720889242185,1.1696916113081133,94,6,2
The Reach,303,monarchy,12788.477334751697,0.447517915604866,112.65003571196388,0.13307533842504837,1.051282008880879,0.88192512994696,-0.03382778957486153,-0.0571332548041828,-0.0718055224956479,-0.07585430366382934,-0.09164645194285548,-0.01605402329214848,1.198824712056927,1.3561148957723212,1.5747761858456546,1.4499203635644793,1.5461740563781552,1.1509133549355424,116,53,10
The Reach,304,monarchy,12576.112412389726,0.42497488007127954,109.11712772261124,0.12299399900453108,0.948042584998299,0.854784644531235,-0.01660595837980509,-0.05037348170322366,-0.09820335838571193,-0.07575663184351288,-0.03077413772908038,-0.031361800882034,1.178917078783828,1.2878026668826652,1.4201278756897695,1.3400792803795127,1.4985918830140428,1.11481863946558,83,9,0
The Reach,305,monarchy,11435.830984184957,0.40158344922345807,106.88205450857996,0.11793447538711284,0.9076477184853886,0.7992578416051822,-0.09067042268812656,-0.05504191411007195,-0.04260870466381311,-0.0411363453369122,-0.06495999112911523,-0.02048324823682196,1.0720241689362469,1.216919543101388,1.359618066449656,1.2849533163229805,1.4012433675872866,1.0919835325343703,71,14,4
The Reach,306,monarchy,11249.083434637208,0.3768754702592349,104.30726518249872,0.10809733693089923,0.8771552507404586,0.7392138848627491,-0.01633003756403923,-0.06152638763375581,-0.03359504698123783,-0.08341189820808359,-0.07512463890481741,-0.02409000592213124,1.0545179739879598,1.1420468795734389,1.31394163363074,1.1777729210997083,1.2959754655795213,1.0656776427687475,71,2,1
The Reach,307,monarchy,10878.704834306396,0.3595463103936266,100.56290324126368,0.1047276985723978,0.8155839816972066,0.6714553918098987,-0.03292522475123406,-0.04598112966516055,-0.0701942660564091,-0.03117226061411202,-0.09166290628514254,-0.03589742224267684,1.0197977326901904,1.0895342739200806,1.221710465017071,1.1410590766589443,1.1771825879302615,1.027422562451697,87,0,0
The Reach,308,monarchy,10599.25865446592,0.34303196327705904,100.02850307911449,0.10155111794703003,0.7373299521667201,0.6145191518510746,-0.02568744938820601,-0.04593107101693749,-0.09594846304808743,-0.03033180971862747,-0.08479526808974333,-0.00531408844538964,0.9936017300455038,1.0394907978092698,1.1044892236089188,1.1064486898680124,1.0773630747961371,1.02196274808404,48,3,19
The Reach,309,monarchy,10667.512277761942,0.33,97.87881531557424,0.09178113623971484,0.6675755058591648,0.5703918820193057,0.00643947143107652,-0.03799052179441787,-0.09460411326377652,-0.09620752488821746,-0.07180780240753666,-0.02149075210932642,1,1,1,1,1,1,69,24,1
The Stormlands,300,monarchy,17814.254881264307,0.4597020880350029,147.75220570279365,0.06959477013611667,0.9021570251692757,0.9799600086324012,0.0463617593422532,-0.05431192200165243,-0.08432314662379213,-0.05999709765659646,-0.04859110709745437,-0.01704013382783159,1.303287843058038,1.8388083521400111,1.882371073884423,1.7399295290505945,1.785542447288219,1.3315227756468253,80,0,13
The Stormlands,301,monarchy,17136.14318927798,0.4344683847592308,142.8520703526769,0.06584311315426351,0.8442770349251828,0.941025051095215,-0.03806567810475827,-0.05489142627920956,-0.0641573347314261,-0.05390716823283583,-0.03973116983775981,-0.033164549570065,1.253677307546346,1.737873539036923,1.761603162808466,1.6461348552147854,1.7146007570624815,1.2873634225502155,67,11,0
The Stormlands,302,monarchy,17801.26652928746,0.41587519426212266,139.2719223057779,0.06222819561174203,0.7652219777051623,0.8599871767180242,0.03881406292319298,-0.0427952669269871,-0.0936363941570744,-0.05490198396379128,-0.08611659624031745,-0.0250619262154214,1.302337617446829,1.6635007770484906,1.5966529947073835,1.5557587857915451,1.5669451759531894,1.25509961544183,68,27,23
The Stormlands,303,monarchy,18850.022925873574,0.3940069430918546,135.86555536335342,0.05662427393035945,0.6910055770637749,0.7784452555146436,0.05891470670700072,-0.05258368729846553,-0.09698676044819876,-0.09005438172025607,-0.09481760125141592,-0.02445838964544236,1.379064456212203,1.5760277723674183,1.4417987931907994,1.4156558902312313,1.41837119307683,1.224401900003509,72,14,6
The Stormlands,304,monarchy,17313.0285193287,0.3609002339233789,130.80302595233482,0.05262466012838232,0.6439884100983995,0.7252276847837927,-0.08153806563466788,-0.08402569992467762,-0.06804166062618607,-0.07063426202861592,-0.06836392200202682,-0.03726131614064798,1.2666182080671349,1.4436009356935156,1.343696409013266,1.315662081138285,1.321405775463404,1.178779073724268,55,0,2
The Stormlands,305,monarchy,16011.130728147851,0.33364995457041924,126.99359654208564,0.05026096700203304,0.6085851299857625,0.6835164016372967,-0.07519757676869632,-0.07550640534842387,-0.05497502681333572,-0.04491607395815663,-0.05751474195159972,-0.02912340431357734,1.1713715881293778,1.334599818281677,1.2698266628987789,1.2565677057979354,1.2454054632742726,1.1444490141638122,63,17,14
The Stormlands,306,monarchy,15792.141959580267,0.310345067974485,122.53902985505653,0.04738291073801384,0.5848894518684595,0.6249726250403272,-0.01367728315293789,-0.06984831340960228,-0.03893568368628621,-0.0572622541047167,-0.0856508731271606,-0.03507709686411545,1.1553504072412255,1.24138027189794,1.2203850936157397,1.184613806528753,1.1387353979474952,1.1043050652379467,48,3,24
The Stormlands,307,monarchy,15188.431727680996,0.2879756114286939,119.53398505660792,0.04540743850950905,0.5426971486524854,0.602138567714903,-0.03822852108627558,-0.07207930414937437,-0.07213722709682771,-0.04169166051084176,-0.03653609199915081,-0.02452316459501162,1.1111830698359673,1.1519024457147755,1.1323498969719978,1.1352252898705004,1.097130456685396,1.0772240103600117,41,0,5
The Stormlands,308,monarchy,14811.398592146785,0.26110718538685407,116.27517117585204,0.04342352713113082,0.5103664418105949,0.5809006864373805,-0.02482370413839817,-0.09330104694818148,-0.05957412328803912,-0.04369132995605469,-0.0352707539696712,-0.02726265571429394,1.0835993900667622,1.0444287415474165,1.0648911446045894,1.0856257871563104,1.0584338382750125,1.047856023038395,47,25,3
The Stormlands,309,monarchy,13668.703330696992,0.25,110.96483545391762,0.03999861429680522,0.4792663028483553,0.5488304185211106,-0.0771497204899788,-0.04253879635827616,-0.06093688066932373,-0.0788722856156528,-0.05520783270709217,-0.04567041844129563,1,1,1,1,1,1,40,17,0
Dorne,300,monarchy,11965.100171672237,0.6981177586740848,134.6133863535925,0.268139753936976,1.4032130913359568,0.49927011032600543,-0.0259920596703887,-0.09084864502050914,-0.04308529068925417,-0.07235998479486444,-0.03736288456735201,-0.02637207600031979,1.0538460531599687,1.8868047531732024,2.084888881869942,1.9699326469409943,1.9587088957190604,1.2453542195627316,159,4,18
Dorne,301,monarchy,11776.334123917988,0.6290689117845266,128.24166876302925,0.25949138275201517,1.2984278625003858,0.4624568891455451,-0.01577638674527406,-0.09890716291288844,-0.07467520755226724,-0.03225322264968416,-0.07373407784500159,-0.04733346187300049,1.0372201702553363,1.7001862480662882,1.9291993718928897,1.9063959706743252,1.8142853015264135,1.1864072930926788,133,28,9
Dorne,302,monarchy,11730.412949098392,0.5938087814775964,125.1314494525394,0.24225880672523148,1.1753364794172187,0.4367867701936569,-0.00389944564551116,-0.05605130001879297,-0.09480032479134388,-0.06640904928720556,-0.05550813395669683,-0.02425279817776754,1.0331755865789978,1.6048885985880983,1.746310644850187,1.779794026696884,1.7135777099736196,1.1576335964566706,113,7,2
Dorne,303,monarchy,11144.354413186467,0.569452400721199,122.01504429079009,0.2248687765175239,1.080206667268396,0.4119466123246805,-0.04996060568839312,-0.04101721213315613,-0.08093836430227384,-0.0717828608287964,-0.05687021577591076,-0.02490505125117488,0.9815575084910504,1.5390605424897268,1.6049671176923637,1.6520353197745783,1.6161261758586287,1.1288026724068352,113,0,7
Dorne,304,monarchy,11527.417886377634,0.5563346997135675,119.29655883225468,0.21125362110351392,0.9898255941623464,0.3921821394208855,0.03437287248671056,-0.02303564089117571,-0.08367016779724509,-0.0605471138539724,-0.04797823871462606,-0.02227992026996799,1.0152964595687863,1.5036072965231555,1.4706792496459828,1.5520093491774034,1.5385872884003278,1.1036530388650845,86,2,1
